country,SCORE,save the woman's life,preserve physical health,preserve mental health,rape or incest,foetal impairment,economic or social reasons,available on request,additional requirements,notes,source,URL;;
Afghanistan,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Albania,7,1,1,1,1,1,1,1,A pregnant woman must receive counselling at least one week before the abortion is performed. An abortion must be performed by a physician specialist or obstetrician/gynaecologist in a public or private health institution.,""For 'on request' abortions, the pregnant woman must state that she has psychological and social problems"",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Algeria,3,1,1,1,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Andorra,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Angola,1,1,0,0,0,0,0,0,A therapeutic abortion requires the woman's consent and consultation with medical professionals. The abortion must be performed within the first trimester.,""The abortion law does not expressly allow abortions to be performed to save the life of the woman, but the general principles of criminal legislation allow abortions to be performed for this reason on the ground of necessity."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Antigua and Barbuda,1,1,0,0,0,0,0,0,""A therapeutic abortion requires the authorization of a panel of physicians. As a rule, the abortion must be performed within the first 16 weeks of gestation, although it can be performed later under very exceptional circumstances."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Argentina,4,1,1,1,1,0,0,0,,""The Penal Code allows abortions to be performed for health reasons but does not differentiate between physical and mental health. In addition, controversy exists as to whether the Penal Code allows abortions to be performed in all cases of rape or only in cases of the rape of a woman who is an idiot or insane."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Armenia,7,1,1,1,1,1,1,1,""Abortion is available on request during the first 12 weeks of gestation. Thereafter, induced abortion is available within 28 weeks from conception on judicial, genetic, vital, broad medical and social grounds, as well as for personal reasons if authorized by a commission of local physicians."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Australia,7,1,1,1,1,1,1,1,""In South Australia, the Australian Capital Territory, and the Northern Territory, abortion requires the consent of two physicians and must be performed in a hospital."",""The grounds on which abortion is permitted vary by jurisdiction, with Tasmania having the most restrictive law and Western Australia the most liberal."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Austria,7,1,1,1,1,1,1,1,""An abortion is available on request during the first three months of pregnancy if performed by a physician after a previous medical consultation. If necessary to avert serious danger to the woman's life or physical or mental health"; if a serious danger exists that the child may be afflicted with a serious physical or mental defect;" or if the woman is under 14 years of age, an abortion may be performed after the first trimester."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx"
"Azerbaijan,7,1,1,1,1,1,1,1,""Abortion is available on request during the first 12 weeks of gestation. Thereafter, induced abortion is available within 28 weeks from conception on judicial, genetic, vital, broad medical and social grounds, as well as for personal reasons if authorized by a commission of local physicians."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Bahamas,3,1,1,1,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Bahrain,7,1,1,1,1,1,1,1,An abortion requires authorization by a panel of physicians.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Bangladesh,1,1,0,0,0,0,0,0,""A therapeutic abortion requires the approval of two physicians. No approval is required in the case of menstrual regulation, as the procedure is considered a family planning method rather than an abortive technique. Menstrual regulation may be performed, within eight weeks of the last menstrual period, by paramedical personnel on an out-patient basis"",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Barbados,6,1,1,1,1,1,1,0,""Authorization by a physician is required when gestation is 12 weeks or less. If gestation is of more than 12 but less than 20 weeks’ duration, the procedure must be authorized by two physicians. If gestation is of more than 20 weeks’ duration, authorization of three physicians is required. The woman must receive counselling prior to the procedure. When gestation is of more than 12 weeks’ duration, the abortion must be performed in a Government-approved hospital."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Belarus,7,1,1,1,1,1,1,1,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Belgium,7,1,1,1,1,1,1,1,The woman must certify in writing that she is determined to have an abortion and the physician must be convinced of her determination. The woman must receive counselling at least six days prior to the procedure.,""For 'on request' abortions, the Law requires a woman seeking an abortion to state that she is in a state of distress as a result of her situation";" the decision to have an abortion, however, is entirely the decision of the woman."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";
Belize,5,1,1,1,0,1,1,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Benin,1,1,0,0,0,0,0,0,""The attending physician or surgeon must seek the opinion of two consulting physicians, one of whom must be selected from the list of experts attached to the civil court, who, after an examination of the case and a discussion, must certify in writing that the life of the mother cannot be safeguarded except by the therapeutic intervention in question."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Bhutan,0,-,-,-,-,-,-,-,-,""The exact status of abortion law in Bhutan is unclear. Because the official State religion of Bhutan is Buddhism, which disapproves of abortion, it is probable that the procedure is allowed only to save the life of the pregnant woman."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Bolivia,4,1,1,1,1,0,0,0,""If the abortion is performed in the case of rape or incest, legal action must have been initiated."",The Code does not specify whether preservation of health includes both physical and mental health.,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Bosnia Herzegovina,7,1,1,1,1,1,1,1,""If the woman is a minor, the approval of her parents or guardian is required, unless she is 16 or more years of age and earns her own living. After the first 10 weeks of pregnancy, special authorization by a commission composed of a gynaecologist/obstetrician, a general physician or a specialist in internal medicine, and a social worker or a psychologist is required."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Botswana,5,1,1,1,1,1,0,0,An abortion performed in the case of rape or incest or foetal impairment must be approved in writing by two practitioners.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Brazil,2,1,0,0,1,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Brunei Darussalam,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Bulgaria,7,1,1,1,1,1,1,1,""Medically indicated abortion, when the pregnancy is between 12 and 20 weeks in duration, is allowed only if the woman is suffering from a proven, documented case of a disease that could endanger the life of the pregnant woman or child, as determined by a special medical commission. If the pregnancy is of greater than 20 weeks’ duration, abortion is permitted only if the woman’s life is in danger or evidence of severe foetal impairment is found."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Burkina Faso,5,1,1,1,1,1,0,0,""Two physicians must attest that the continuance of the pregnancy endangers the health of the woman or that a strong possibility exists that the unborn child will be afflicted with a condition of exceptional seriousness recognized as incurable at the time of diagnosis. Cases of rape or incest must be established by the State prosecutor, and the abortion must be performed during the first 10 weeks of pregnancy."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Burundi,3,1,1,1,0,0,0,0,,The law does not specify whether health includes physical and mental health.,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Cambodia,7,1,1,1,1,1,1,1,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Cameroon,4,1,1,1,1,0,0,0,""In the case of rape, the prosecution or the public prosecutor’s office must certify a “good case” or the materiality of the facts before the abortion can lawfully be performed."",The law does not specify whether health includes physical and mental health.,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Canada,7,1,1,1,1,1,1,1,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Cape Verde,7,1,1,1,1,1,1,1,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Central African Republic,1,1,0,0,0,0,0,0,,""The law does not expressly allow abortions to be performed to save the life of the woman, but general principles of criminal legislation allow abortions to be performed for this reason on grounds of necessity."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Chad,1,1,0,0,0,0,0,0,""In addition, the physician performing the abortion must obtain the written approval of two other physicians, one of whom must be an expert on the list of the civil court."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Chile,0,0,0,0,0,0,0,0,,""Abortion law in Chile has been amended to remove all indications for the legal performance of abortions";" however, it is a matter of dispute whether a defense of necessity might be allowed to justify an abortion performed to save the life of the woman."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";
China,7,1,1,1,1,1,1,1,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Colombia,1,1,0,0,0,0,0,0,,""The abortion law does not expressly allow abortions to be performed to save the life of the woman, but the general principles of criminal legislation allow abortions to be performed for this reason on grounds of necessity."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Comoros,3,1,1,1,0,0,0,0,Two physicians must certify in writing that serious medical reasons exist to interrupt the pregnancy.,Abortions can be performed for “serious medical reasons.” The Penal Code does not indicate whether these reasons include reasons of both physical and mental health.,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Congo,1,1,0,0,0,0,0,0,An abortion reportedly requires authorization by a committee of physicians.,""The abortion law does not expressly allow abortions to be performed to save the life of the woman, but the general principles of criminal legislation allow abortions to be performed for this reason on grounds of necessity. In addition, reports suggest that abortion is permitted to protect the health of the pregnant woman."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Cook Islands,3,1,1,1,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Costa Rica,3,1,1,1,0,0,0,0,,The law does not specify whether health includes physical and mental health.,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Côte d'Ivoire,1,1,0,0,0,0,0,0,""An abortion must be performed by a physician or surgeon, after consulting with two additional physicians, who must certify that the life of the mother can only be saved by the surgical or therapeutic operation employed."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Croatia,7,1,1,1,1,1,1,1,The woman must certify in writing that she is determined to have an abortion and the physician must be convinced of her determination. The woman must receive counselling at least six days prior to the procedure. The procedure must be performed by a physician under good medical conditions in a health care establishment with a proper information department.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Cuba,7,1,1,1,1,1,1,1,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Cyprus,5,1,1,1,1,1,0,0,""Certification by two physicians is required for all grounds except rape. In the case of rape, certification by a police authority is necessary, confirmed by medical certification, whenever possible."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Czech Republic,7,1,1,1,1,1,1,1,""If gestation is more than 12 weeks, the abortion requires authorization by a medical commission. Except when medically indicated, an abortion must be performed within the first trimester, in a hospital, by a licensed gynaecologist. Therapeutic abortion is permitted up to 26 weeks."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Democratic People's Rep. of Korea,7,1,1,1,1,1,1,1,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Democratic Republic of the Congo,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Denmark,7,1,1,1,1,1,1,1,""If gestation is over 12 weeks and the pregnancy does not pose a risk to the woman's life or of serious deterioration to her physical or mental health, the abortion must be approved by a committee."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Djibouti,1,1,0,0,0,0,0,0,,""The Code permits abortions to be legally performed for therapeutic purposes, but does not specify what those purposes are."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Dominica,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Dominican Republic,1,1,0,0,0,0,0,0,,""The abortion law does not expressly allow abortions to be performed to save the life of the woman, but the general principles of criminal legislation allow abortions to be performed for this reason on the grounds of necessity."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Ecuador,4,1,1,1,1,0,0,0,,An abortion may be performed on the grounds of rape or incest only when the pregnant woman is 'an idiot or insane'. The Penal Code does not specify whether health encompasses both physical and mental health. ,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Egypt,1,1,0,0,0,0,0,0,Three physicians must certify that an accepted indication for the performance of the abortion exists. The husband’s consent is required unless the physician believes the operation is needed.,""The Penal Code does not expressly allow abortions to be performed to save the life of the woman, but the general principles of criminal legislation allow abortions to be performed for this reason on condition of necessity. In addition, the condition of necessity is sometimes interpreted in Egypt as encompassing cases where the pregnancy may cause serious risks to the health of the pregnant woman as well as cases of foetal impairment."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"El Salvador,0,0,0,0,0,0,0,0,,""Abortion law in El Salvador has been amended to remove all indications for the legal performance of abortions";" however, it is a matter of dispute whether a defense of necessity might be allowed to justify an abortion performed to save the life of the woman."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";
Equatorial Guinea,3,1,1,1,0,0,0,0,The determination that grounds for a legal abortion are present must be made by a health professional,The Law does not specify whether preservation of health includes both physical and mental health.,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Eritrea,3,1,1,1,0,0,0,0,""Except when impossible, the danger to the pregnant woman’s life or health must be certified in writing by a registered medical practitioner. A second doctor must provide a concurrent opinion."",The Penal Code does not specify whether a threat to health includes both physical and mental health.,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Estonia,7,1,1,1,1,1,1,1,""An abortion is available on request through the twelfth week of pregnancy. Thereafter, a pregnant woman must undergo a consultation with doctors"",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Eswatini (formerly Swaziland),1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Ethiopia,3,1,1,1,0,0,0,0,""Except when impossible, the danger to the pregnant woman’s life or health must be certified in writing by a registered medical practitioner. A second doctor must provide a concurrent opinion."",The Penal Code does not specify whether a threat to health includes both physical and mental health.,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Fiji,4,1,1,1,0,0,1,0,An abortion must be authorized by a physician,""Legal interpretation generally permits these grounds. In addition, abortions performed in cases of foetal impairment and rape or incest are often permitted under the mental health indication"",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Finland,6,1,1,1,1,1,1,0,""An abortion must be authorized by one physician, two physicians, or the State Medical Board, depending on the grounds"",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"France,7,1,1,1,1,1,1,1,""An abortion must be performed before the end of the tenth week of pregnancy by a physician in an approved hospital. Beyond the tenth week of pregnancy, it may be performed only if the pregnancy poses a grave danger to the woman’s health or there is a strong probability that the expected child will suffer from a particularly severe illness recognized as incurable. In this case, two physicians must attest to the risk to the health of the woman or foetus."",""The Law requires a woman seeking an abortion to state that she is in a state of distress as a result of her situation";" the decision to have an abortion, however, is entirely the decision of the woman."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";
"Gabon,1,1,0,0,0,0,0,0,""The physician performing the abortion must obtain the advice of two consulting physicians, one of whom must be taken from a list of experts provided by the court. The physician must attest to the fact that the life of the woman cannot be saved by any means other than the intervention contemplated."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Gambia,3,1,1,1,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Georgia,7,1,1,1,1,1,1,1,""Abortion is available on request during the first 12 weeks of gestation. Thereafter, induced abortion is available within 28 weeks from conception on judicial, genetic, vital, broad medical and social grounds, as well as for personal reasons if authorized by a commission of local physicians."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Germany,7,1,1,1,1,1,1,1,""Except for abortion on medical grounds, the woman must attend a pre-abortion social counselling session with a physician. The intervention must be performed in a hospital or other authorized facility."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Ghana,5,1,1,1,1,1,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Greece,7,1,1,1,1,1,1,1,A physician other than the one performing the abortion must confirm the existence of valid grounds for the abortion. A minor must obtain the written consent of her parents or guardian.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Grenada,3,1,1,1,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Guatemala,1,1,0,0,0,0,0,0,Third-party authorization is required. The physician performing the abortion must consult with another licensed general practitioner prior to the procedure.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Guinea,3,1,1,1,0,0,0,0,""The concept of health within the context of the abortion provisions in the Penal Code of Guinea is not clearly defined. The written consent of two other physicians, in addition to the physician performing the abortion, is required. One of these physicians must be chosen from the court list of experts."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Guinea-Bissau,1,1,0,0,0,0,0,0,""Abortion is legal when performed in a hospital within the first three months of pregnancy, with the consent of the spouse, or of the father, tutor or legal representative if the woman is unmarried."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Guyana,7,1,1,1,1,1,1,1,The authorization of a panel of physicians is required for performing an induced abortion.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Haiti,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Holy See,7,1,1,1,1,1,1,1,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Honduras,1,1,0,0,0,0,0,0,Consultation with a physician or a group of physicians is prerequisite to obtaining a legal abortion.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Hungary,7,1,1,1,1,1,1,1,""A consultation with a nurse is compulsory to inform the pregnant woman on issues of contraception, as well as to provide assistance if the pregnancy is carried to term."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Iceland,6,1,1,1,1,1,1,0,""A written report from two physicians is necessary. In the case of non-agreement, the request must be submitted for decision by a three-member committee. For social grounds, certification of a physician and a social worker is required."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"India,6,1,1,1,1,1,1,0,""Contraceptive failure on the part of the wife or husband constitutes valid grounds for legal abortion. Unless a medical emergency exists, a legal abortion must be performed during the first 20 weeks of gestation by a registered physician in a hospital established or maintained by the Government or in a facility approved by specific legislation. A second opinion is required in cases where the duration of the pregnancy is between 12 and 20 weeks, except in urgent cases."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Indonesia,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Iran (Islamic Republic of),1,1,0,0,0,0,0,0,Authorization for an abortion requires consultation with a professional or a panel of professionals.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Iraq,2,1,0,0,0,1,0,0,Approval from two physicians is needed in order to obtain a legal abortion. The written consent of the pregnant woman’s husband is also necessary.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Ireland,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Israel,5,1,1,1,1,1,0,0,""A legal abortion requires the approval of a committee composed of two physicians and a social worker. The committee members must be appointed by the director of the hospital where the abortion will be performed, or by the Minister of Health or a person empowered by him if the procedure is to be performed in another recognized medical institution."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Italy,7,1,1,1,1,1,1,1,""A one-week reflection period is imposed unless the situation is one of urgency. A certificate attesting to the pregnancy and the request for termination must be issued by a physician and signed by both the woman and the physician. If the pregnant woman is under age 18, parental authorization is required. After the first three months of pregnancy, abortion is allowed only if the foetus has a genetic deficiency or to preserve the physical and mental health of the mother."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Jamaica,3,1,1,1,0,0,0,0,""The spouse’s consent is required. In order to perform an abortion on the grounds of mental health, foetal impairment, rape or incest, the approval of two specialists must be obtained."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Japan,4,1,1,0,1,0,1,0,""Induced abortions are allowed only within the first 24 weeks of gestation. All legal abortions must be performed within medical facilities at the discretion of a physician designated by a local medical association. When the pregnancy is a result of rape or incest, the abortion can be performed without the legal consent of the woman."",""While Japan’s abortion law allows abortions to be performed on the specific ground of physical health, it contains no specific mental health grounds, nor does it specifically authorize abortions to be performed in the case of foetal impairment. However, since the law allows abortions to be performed for socio-economic reasons, mental health and foetal impairment grounds are presumably covered by this ground."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Jordan,3,1,1,1,0,0,0,0,An abortion procedure on any of the approved grounds must be certified by two licensed physicians.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Kazakhstan,7,1,1,1,1,1,1,1,""Abortion is available on request during the first 12 weeks of gestation. Thereafter, induced abortion is available within 28 weeks from conception on judicial, genetic, vital, broad medical and social grounds, as well as for personal reasons if authorized by a commission of local physicians."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Kenya,3,1,1,1,0,0,0,0,""An abortion must be performed by a certified physician, with the consent of the woman and her spouse. Two medical opinions, one of which must be from the physician who has treated the woman and the other from a psychiatrist, are required before the abortion is performed."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Kiribati,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Kuwait,4,1,1,1,0,1,0,0,""Except in urgent cases, an abortion may be performed only in public hospitals after a medical committee, composed of three specialists under the chairmanship of a specialist in gynaecology and obstetrics, has processed the application. An abortion is allowed if it is established that the child if born will suffer from a grave and incurable physical or mental deficiency. The consent of both the woman and her husband must be obtained. The hospital director must be notified before the abortion is performed."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Kyrgyzstan,7,1,1,1,1,1,1,1,""Abortion is available on request during the first 12 weeks of gestation. Thereafter, induced abortion is available within 28 weeks from conception on judicial, genetic, vital, broad medical and social grounds, as well as for personal reasons if authorized by a commission of local physicians."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Lao PDR,1,1,0,0,0,0,0,0,Special approval from the Ministry of Health is required.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Latvia,7,1,1,1,1,1,1,1,""After the first trimester of pregnancy, special authorization is required for an abortion."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Lebanon,1,1,0,0,0,0,0,0,""Before an abortion can be performed to save the life of a woman, it must be certified by two physicians, in addition to the one performing the abortion."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Lesotho,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Liberia,5,1,1,1,1,1,0,0,""No abortion can be performed unless two physicians, one of whom may be the physician performing the abortion, certify to the circumstances that justify the intervention. Certificates from the two physicians must be submitted to the hospital where the procedure will be performed or to the Minister of Health if the abortion is not to be performed in a hospital. If the pregnancy resulted from rape or incest, the certificates must also be submitted to the County Attorney or the police before the abortion is performed. Failure to comply with any of these requirements gives rise to the presumption that the abortion is unjustified."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Libyan Arab Jamahiriya,1,1,0,0,0,0,0,0,""A physician who considers that continuation of the pregnancy would endanger the woman’s life must submit the case to another specialist in gynaecology and obstetrics. If both physicians are in agreement, they must prepare a formal report, which includes the consent of the pregnant woman or that of her legal representative if she is a minor."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
