country,SCORE,save the woman's life,preserve physical health,preserve mental health,rape or incest,foetal impairment,economic or social reasons,available on request,additional requirements,notes,source,URL;;
Liechtenstein,3,1,1,1,0,0,0,0,The physician must determine that a danger actually exists to the life or the physical or mental health of the pregnant woman.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Lithuania,7,1,1,1,1,1,1,1,""After the first trimester of pregnancy, special authorization is required for an abortion."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Luxembourg,6,1,1,1,1,1,1,0,Certification by a physician other than the one performing the abortion is required for all grounds. The woman must give written agreement. A one-week reflection period is required and the pregnant woman must be given an information booklet in which options other than abortion are explained.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Madagascar,1,1,0,0,0,0,0,0,""The attending physician must consult with two additional physicians, one of whom must be taken from a list of experts provided by the Court. The physician must attest to the fact that the life of the woman cannot be saved by any means other than the intervention contemplated."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Malawi,1,1,0,0,0,0,0,0,""Authorization must be obtained following consultation with a professional. Permission of the spouse is, in theory, required."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Malaysia,3,1,1,1,0,0,0,0,""Third-party authorization by a medical professional is required. The legal period allowed is 120 days and the woman’s consent is required.";;
",,UN and WHO,https://esa.un.org/gapp/about_database.aspx
Maldives,2,1,1,0,0,0,0,0,Abortion is allowed only for certified medical reasons. The consent of the spouse is required.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx
Mali,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx
Malta,0,0,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx
Marshall Islands,1,1,0,0,0,0,0,0,An abortion requires spousal consent. In addition, counselling services must be provided prior to the abortion, and the woman must sign a consent form stating that she will utilize family planning services after the abortion."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Mauritania,1,1,0,0,0,0,0,0,""The attending physician must consult with two additional physicians, one of whom must be taken from a list of experts provided by the court.  The physician must attest that the life of the woman cannot be saved by any means other than the intervention contemplated.";;
;;
",,UN and WHO,https://esa.un.org/gapp/about_database.aspx
Mauritius,1,1,0,0,0,0,0,0,The intervention must by approved by the Solicitor General.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx
Mexico,2,1,0,0,1,0,0,0,Under most state provisions on abortion, legal abortions must generally be performed during the first 12 weeks (or 90 days) of gestation. Except in emergency cases, all induced abortions must be performed by a physician whose opinion on the necessity of the abortion is corroborated by another physician."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Micronesia,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Monaco,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Mongolia,7,1,1,1,1,1,1,1,An abortion can be performed during the first three months of pregnancy and later if the pregnant woman suffers from an illness seriously threatening her health. Approval of the family or of the spouse is required.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Morocco,3,1,1,1,0,0,0,0,""The intervention must be “openly performed” within six weeks of pregnancy by a physician with the consent of the spouse. If the husband refuses or cannot give his consent, the physician is required to obtain the authorization of the chief medical officer of the province or prefecture, by presenting written notification to the effect that the intervention is the only means of safeguarding the health of the woman. If the woman’s life is in jeopardy, the only requirement is notification of the chief medical officer of the province or prefecture by the physician."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Mozambique,3,1,1,1,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Myanmar,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Namibia,5,1,1,1,1,1,0,0,Two other physicians in addition to the woman’s physician are required to certify to the existence of grounds for an abortion.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Nauru,3,1,1,1,0,0,0,0,An abortion requires the approval of two physicians and the written consent of the spouse or that of the parents if the woman is a minor.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Nepal,1,1,0,0,0,0,0,0,,""The Medical Council Rules of 1976 permit abortion to preserve the physical or mental health of the pregnant woman or if there is a possibility that the child would suffer from a physical deformity. A pregnancy due to rape or incest may be terminated under medical indications. Nepal’s abortion law permits abortions to be performed on the ground of “benevolence”, but does not indicate which abortions are covered by this ground."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Netherlands,7,1,1,1,1,1,1,1,""A five day waiting period is required between the initial consultation and the performance of an induced abortion. An abortion must be performed in a licensed hospital or clinic. The cost of an induced abortion is subsidized by the Government.";;
;;
",,UN and WHO,https://esa.un.org/gapp/about_database.aspx
New Zealand,5,1,1,1,1,1,0,0,The woman must obtain the approval of two certifying consultants, one of which must be an obstetrician/gynaecologist."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Nicaragua,1,1,0,0,0,0,0,0,""Consultation with a professional or group of professionals is prerequisite to obtaining a legal abortion. The woman’s consent, as well as that of three physicians, is also required. Nicaragua’s abortion law allows the performance of “therapeutic abortions”, but does not specify which abortions are therapeutic."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Niger,1,1,0,0,0,0,0,0,""The attending physician must consult with two additional physicians, one of whom must be taken from a list of experts provided by the court. The physician must attest to the fact that the life of the woman cannot be saved by any other means than the intervention contemplated."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Nigeria,3,1,1,1,0,0,0,0,Two physicians are required to certify that the pregnancy poses a serious threat to the life of the woman.,""Nigeria has two abortion laws: one for the northern states and one for the southern states. Both laws specifically allow abortions to be performed to save the life of the woman. In addition, in the southern states, the holding of Rex v. Bourne is applied, which allows abortions to be performed for physical and mental health reasons."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Niue,3,1,1,1,0,0,0,0,,""The abortion law of Niue is based on the abortion law of New Zealand before it was liberalized in 1977-1978. Under the law, abortions can be performed only to save the life of the woman. It is probable that New Zealand case law, which, before the liberalization of New Zealand’s abortion law, followed the Rex v. Bourne decision and allowed abortion to be performed on physical and mental health grounds, is applicable in Niue."",UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Norway,7,1,1,1,1,1,1,1,""Abortion is available on request during the first 12 weeks of gestation. Thereafter, a legal abortion requires the authorization of a committee composed of two physicians."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Oman,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Pakistan,3,1,1,1,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Palau,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Panama,3,1,1,0,1,0,0,0,""A multidisciplinary commission appointed by the Ministry of Health must authorize an abortion on the grounds of averting a health risk that would endanger the life of the mother or the foetus";" in the case of rape, the authorities must be aware of the crime and the abortion must be performed within the first two months of pregnancy."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";
Papua New Guinea,3,1,1,1,0,0,0,0,A legal abortion is permitted within 12 weeks of gestation.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Paraguay,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Peru,3,1,1,1,0,0,0,0,""An abortion must be performed by a physician, with the consent of the pregnant woman and after consultation with two physicians."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Philippines,1,1,0,0,0,0,0,0,Authorization of an abortion requires consultation with a panel of professionals.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Poland,5,1,1,1,1,1,0,0,""The procedure must be performed within the first 12 weeks of pregnancy, unless continued pregnancy would endanger the life or health of the pregnant woman."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Portugal,5,1,1,1,1,1,0,0,""An abortion must be performed by, or under the direction of, a physician within the first 12 weeks of gestation on the grounds of preserving the woman’s physical or mental health or in the case of rape"; or within 16 weeks if there is a risk that the child will be born with an incurable disease or malformation. The existence of these circumstances must be certified in writing by a physician other than the one performing the procedure. This certification must be accompanied by the written consent of the woman requesting the abortion, not less than three days prior to the date of the procedure;" women under age 16 must have the consent of the husband, parents or, in their absence, any relative."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx"
"Qatar,4,1,1,1,0,1,0,0,""A medical commission consisting of three medical specialists, one of whom must be a specialist in gynaecology and the others in obstetrics, are required by law to recommend the procedure before any induced abortion can be performed. All induced abortions must be performed in a government hospital. The consent of both spouses is required for an abortion on eugenic grounds."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Republic of Korea,7,1,1,1,1,1,1,1,An abortion can be performed by a physician within 28 weeks of pregnancy.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Republic of Moldova,7,1,1,1,1,1,1,1,""Abortion is available on request during the first 12 weeks of gestation. Thereafter, induced abortion is available within 28 weeks from conception on judicial, genetic, vital, broad medical and social grounds, as well as for personal reasons with the special authorization of a commission of local physicians."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Romania,7,1,1,1,1,1,1,1,""Abortion is permitted on request during the first trimester of pregnancy. Thereafter, a legal abortion can only be performed for therapeutic reasons."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Russian Federation,7,1,1,1,1,1,1,1,""Abortion is available on request during the first 12 weeks of gestation. Thereafter, induced abortion is available within 28 weeks from conception on judicial, genetic, vital, broad medical and social grounds, as well as for personal reasons with the special authorization of a commission of local physicians."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Rwanda,3,1,1,1,0,0,0,0,Two physicians must confirm in writing that continuation of the pregnancy would seriously endanger the woman’s health.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Saint Kitts and Nevis,3,1,1,1,0,0,0,0,Legal abortions are usually performed within 28 weeks of gestation.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Saint Lucia,3,1,1,1,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Samoa,3,1,1,1,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
San Marino,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Sao Tome & Principe,1,1,0,0,0,0,0,0,An abortion may be performed during the first 12 weeks of pregnancy. The decision whether there are grounds to perform an abortion is made by the physician who will perform the abortion. A waiver must be signed by the pregnant woman or by her parents if she is a minor (under 18 years of age).,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Saudi Arabia,3,1,1,1,0,0,0,0,""A legal abortion must be performed in a government hospital. A panel of three medical specialists appointed by the hospital director must sign a recommendation before an abortion can be performed. Written consent must be obtained from the patient and her husband or her guardian, using a standard Government-approved form."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Senegal,1,1,0,0,0,0,0,0,""The physician performing the abortion must obtain the written advice of two consulting physicians, one of whom must be taken from a list of experts provided by the Court. The physicians must attest to the fact that the life of the woman cannot be saved by any means other than the intervention contemplated."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Seychelles,5,1,1,1,1,1,0,0,""Abortion is legal in Seychelles during the first 16 weeks of gestation on the grounds of saving the life of the mother, preserving her physical and mental health, foetal impairment and rape or incest. The abortion must be performed in Victoria Hospital by a consulting gynaecologist after the proper authorizations based on medical or legal grounds have been obtained."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Sierra Leone,3,1,1,1,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Singapore,7,1,1,1,1,1,1,1,""Abortion is available on request during the first 24 weeks of gestation unless the procedure is immediately necessary to save the life or to prevent grave permanent injury to the physical or mental health of the pregnant woman. A legal abortion is restricted to citizens of Singapore, wives of Singapore citizens and women that have resided in Singapore for a minimum duration of four months. The qualifications required of physicians performing abortion at different stages of pregnancy are defined: if gestation does not exceed 16 weeks, the physician should have a minimum of 24 months’ experience in a recognized obstetrics and gynaecological unit";" thereafter, additional specialist qualifications are required."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";
"Slovakia,7,1,1,1,1,1,1,1,""Abortion is allowed within 12 weeks of gestation upon written request of the pregnant woman. An abortion may be performed on request only if at least six months have elapsed since a previous abortion, except in the case of a woman that has had two other births or is 35 years of age or older, or in the case of rape. A woman must receive counselling before an abortion is performed. Parental consent is required for minors under 16 years of age";" for minors between 16 and 18 years of age, the physician must inform the parents following the intervention. Second-trimester abortion is allowed only for medical and eugenic reasons and in cases of rape or other sexual crimes."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";
"Slovenia,7,1,1,1,1,1,1,1,""If the woman is a minor, approval of her parents or guardian is required, unless she has been recognized as fully competent to earn her own living. After the first 10 weeks of pregnancy, special authorization by a commission composed of a gynaecologist/obstetrician, a general physician or a specialist in internal medicine and a social worker or a psychologist is required."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Solomon Islands,1,1,0,0,0,0,0,0,""Two physicians must approve an abortion in order for it to be performed. In addition, written consent of the patient’s spouse or next of kin is required before any operation can be performed. Parental consent is required if the girl is a minor. There is no time limit for an abortion to be performed except the one imposed by medical practice, which is usually the first trimester of pregnancy, in order to avoid serious medical risk to the mother. Abortion is free of charge when performed at a government hospital."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Somalia,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"South Africa,7,1,1,1,1,1,1,1,""A legal abortion must be performed by a physician in a government hospital or other approved medical institution with the permission of the hospital superintendent. Abortion requires the approval of two independent physicians (besides the physician performing the abortion), one of whom must be a psychiatrist if abortion is sought on mental health grounds or a district surgeon if the pregnancy resulted from unlawful intercourse. One of the consenting physicians must have practised medicine for at least four years. The law prohibits consenting physicians from participating or assisting in the abortion. "",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Spain,5,1,1,1,1,1,0,0,""A qualified specialist, other than the physician performing or supervising the abortion, must certify that the abortion is necessary to avoid a serious risk to the physical or mental health of the pregnant woman. If the pregnancy is a result of rape, the rape must first be reported to the police and the abortion must be performed within the first 12 weeks of pregnancy. In case of foetal impairment, two specialists from an approved health centre, other than the physician performing or supervising the abortion, must certify that the foetus, if carried to term, would suffer from severe physical or mental defects. Such an abortion must be performed within the first 22 weeks of pregnancy. In case of an emergency involving a risk to the life of the mother, an abortion may be performed without the expressed opinion of the physician and without the consent of the woman. All abortions must be reported to the national health authorities."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Sri Lanka,1,1,0,0,0,0,0,0,""The Penal Code contains no procedural requirements for the legal termination of pregnancy, except that the pregnant woman’s consent is necessary. There are no provisions specifying the qualifications of those authorized to perform abortions nor the type of facilities in which the procedures are to be performed."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
St.Vincent-Grenadines,6,1,1,1,1,1,1,0,Two medical practitioners must certify that the legal grounds for abortion have been met. The pregnant woman’s actual or reasonably foreseeable environment may be taken into account when deciding the legality of an abortion on health grounds.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Sudan,2,1,0,0,1,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Suriname,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Sweden,7,1,1,1,1,1,1,1,""Abortion is legal in Sweden on a wide variety of grounds, including on request, up to 18 weeks of gestation, provided that the procedure will not seriously endanger the woman's life or health. For pregnancies between 12 and 18 weeks of gestation, the pregnant women is required to discuss the abortion with a social worker";" after 18 weeks, permission must be obtained from the National Board of Health and Welfare. The abortion must be performed by a licensed medical practitioner and, except in cases of emergency, in a general hospital or other approved health-care establishment. Abortion is subsidized by the Government."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";
"Switzerland,3,1,1,1,0,0,0,0,""An abortion must be performed by a physician, with the woman’s written consent, and except in an emergency, with the written approval of a second physician. Swiss law does not set a time-limit for therapeutic abortion, nor does it require compulsory counselling or a waiting period before an abortion can be performed."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Syrian Arab Republic,1,1,0,0,0,0,0,0,Authorization for an abortion must be issued by two physicians.  Written consent is required from the woman and her spouse or guardian.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Tajikistan,7,1,1,1,1,1,1,1,""Abortion is available on request during the first 12 weeks of gestation. Thereafter, induced abortion is available within 28 weeks from conception on judicial, genetic, vital, broad medical and social grounds, as well as for personal reasons with the special authorization of a commission of local physicians."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Tanzania,3,1,1,1,0,0,0,0,Two physicians must certify that the abortion is necessary in order to preserve the life of the pregnant woman.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"TFYR of Macedonia,7,1,1,1,1,1,1,1,""If the woman is a minor, approval of her parents or guardian is required, unless she has been recognized as fully competent to earn her own living. After the first 10 weeks of pregnancy, special authorization by a commission composed of a gynaecologist/obstetrician, a general physician or a specialist in internal medicine and a social worker or a psychologist is required."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Thailand,4,1,1,1,1,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Togo,1,1,0,0,0,0,0,0,""The decision to interrupt a pregnancy is made under the authority of the physician, who requires the permission of the family of the pregnant woman in order to proceed. The intervention may take place up to the third month of pregnancy."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Tonga,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Trinidad and Tobago,3,1,1,1,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Tunisia,7,1,1,1,1,1,1,1,""The intervention must be performed during the first trimester of pregnancy by a physician legally practising his profession in a hospital, health-care establishment or authorized clinic."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Turkey,7,1,1,1,1,1,1,1,""Abortion is available on request during the first 10 weeks of pregnancy. Thereafter, a legal abortion is permitted only to save the life or health of the pregnant woman and in cases of foetal impairment. The procedure must be performed by a gynaecologist with additional training in abortion procedures. The pregnant woman must consent to the abortion. Parental consent is required if the pregnant woman is a minor. If a woman has a legal guardian because she is either a minor or is mentally incompetent, the consent of the guardian, of a justice of the peace and of the woman must be obtained. The law requires a married woman to obtain spousal authorization prior to obtaining an abortion. The consent requirements are waived if the woman’s life is in immediate danger."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Turkmenistan,7,1,1,1,1,1,1,1,""Abortion is available on request during the first 12 weeks of gestation. Thereafter, induced abortion is available within 28 weeks from conception on judicial, genetic, vital, broad medical and social grounds, as well as for personal reasons with the special authorization of a commission of local physicians."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Tuvalu,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Uganda,3,1,1,1,0,0,0,0,""Although the law does not require the approval of a committee, the consent of two physicians is usually sought before a legal abortion can be performed."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Ukraine,7,1,1,1,1,1,1,1,""Abortion is available on request during the first 12 weeks of gestation. Thereafter, induced abortion is available within 28 weeks from conception on judicial, genetic, vital, broad medical and social grounds, as well as for personal reasons with the special authorization of a commission of local physicians."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
United Arab Emirates,1,1,0,0,0,0,0,0,A gynaecologist may perform the abortion with the approval of a physician familiar with the condition that makes the abortion necessary and with the written consent of the woman’s husband or guardian.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"United Kingdom,7,1,1,1,1,1,1,1,""Abortion is legal in England, Wales and Scotland when two registered medical practitioners (only one in an emergency) certify that the required medical grounds as set forth in the Abortion Act of 1967 have been met. Abortion is legal during the first 24 weeks of gestation. The Abortion Act of 1967 does not apply in Northern Ireland."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"United States,7,1,1,1,1,1,1,1,""Abortion is available in all states on request prior to foetal viability. After foetal viability, a state may prohibit abortion only if it provides exceptions for endangerment to the woman’s life or health. Although federal law grants a woman the constitutional right to terminate her pregnancy before foetal viability, individual states are permitted to impose restrictions on abortion throughout pregnancy if they do not unduly burden a woman’s right to choose."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Uruguay,4,1,1,1,1,0,0,0,An abortion must be carried out within the first three months of pregnancy. The penalty for undergoing an abortion may be reduced or waived if the pregnancy results from rape or when there is economic hardship.,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Uzbekistan,7,1,1,1,1,1,1,1,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Vanuatu,3,1,1,1,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Venezuela,1,1,0,0,0,0,0,0,""An abortion may be performed only with the written consent of the woman, her husband or her legal representative."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
Vietnam,7,1,1,1,1,1,1,1,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
Yemen,1,1,0,0,0,0,0,0,,,UN and WHO,https://esa.un.org/gapp/about_database.aspx;;
"Yugoslavia,7,1,1,1,1,1,1,1,""If the woman is a minor, approval of her parents or guardian is required, unless she has been recognized as fully competent to earn her own living. After the first 10 weeks of pregnancy, special authorization by a commission composed of a gynaecologist/obstetrician, a general physician or a specialist in internal medicine and a social worker or a psychologist is required."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Zambia,5,1,1,1,0,1,1,0,""An abortion requires the consent of three physicians, one of whom must be a specialist in the branch of medicine related to the woman’s reason for seeking an abortion. However, the requirement may be waived if the abortion is immediately necessary to save the life or prevent grave permanent injury to the physical or mental health of the woman. A legal abortion must be performed by a registered physician in a government hospital or other approved institution unless the patient’s life is in danger."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
"Zimbabwe,4,1,1,0,1,1,0,0,""A legal abortion must be performed by a physician in a designated institution with the permission of the superintendent of the institution . If the pregnancy resulted from unlawful intercourse, a magistrate of a court in the jurisdiction where the abortion will be performed must certify that the alleged intercourse was reported to the police and that pregnancy may have resulted from it. When the abortion is requested because the pregnancy poses a threat to the life or physical health of the pregnant woman, or on grounds of foetal impairment, two physicians that are not members of the same practice must certify to the relevant hospital superintendent that one of these conditions exists. However, if the woman’s life is in danger, a physician can perform the abortion in a place other than a designated institution and without a second medical opinion."",,UN and WHO,https://esa.un.org/gapp/about_database.aspx";;
